"","id","cantonName","council","firstName","lastName","party","active","birthDate","gender","language","maritalStatus","militaryGrade","partyId","salutationLetter","workLanguage"
"69",1149,"FR","S","Urs","Schwaller","CVP",TRUE,"1952-10-31T00:00:00Z","m","de","verheiratet","Hauptmann",14,"Herr Ständerat","de"
"70",115,"AG","S","Hans Jörg","Huber","CVP",FALSE,"1932-06-06T00:00:00Z","m",NA,NA,NA,14,"Herr","de"
"71",1150,"FR","S","Christian","Levrat","SP",TRUE,"1970-07-07T00:00:00Z","m","fr","verheiratet","Soldat",12,"Herr Ständerat","fr"
"72",1151,"SZ","N","Josy","Gyr-Steiner","SP",FALSE,"1949-10-10T00:00:00Z","f","de","verheiratet",NA,12,"Frau Nationalrätin","de"
"73",1152,"BE","N","André","Daguet","SP",FALSE,"1947-06-01T00:00:00Z","m","de",NA,NA,12,"Herr","de"
"74",1153,"ZH","N","Ruedi","Noser","FDP-Liberale",TRUE,"1961-04-14T00:00:00Z","m","de",NA,"Soldat",15,"Herr Nationalrat","de"
"75",1154,"JU","N","Pierre","Kohler",NA,FALSE,"1964-02-03T00:00:00Z","m","fr","verheiratet","Fourier",NA,"Herr","fr"
"76",1155,"BE","N","Therese","Frösch","GB",FALSE,"1951-06-22T00:00:00Z","f","de",NA,NA,25,"Frau","de"
"77",1156,"SO","N","Bea","Heim","SP",TRUE,"1946-04-07T00:00:00Z","f","de","verheiratet",NA,12,"Frau Nationalrätin","de"
"78",1157,"GE","N","Jacques","Pagan",NA,FALSE,"1942-07-17T00:00:00Z","m","fr","ledig","Gefreiter",NA,"Herr","fr"
"79",1158,"ZG","N","Josef","Lang","Al",FALSE,"1954-04-29T00:00:00Z","m","de","verheiratet","Soldat",1375,"Herr","de"
"80",1159,"SZ","N","Pirmin","Schwander","SVP",TRUE,"1961-12-28T00:00:00Z","m","de",NA,"Oberst",13,"Herr Nationalrat","de"
"81",116,"ZG","S","Andreas","Iten",NA,FALSE,"1936-02-27T00:00:00Z","m","de","verheiratet","Soldat",NA,"Herr","de"
"82",1160,"GE","N","Pierre","Vanek",NA,FALSE,"1954-12-09T00:00:00Z","m","fr","verheiratet",NA,NA,"Herr","fr"
"83",1161,"FR","S","Alain","Berset","SP",FALSE,"1972-04-09T00:00:00Z","m","fr",NA,NA,12,"Herr Bundesrat","fr"
"84",1162,"SZ","S","Alex","Kuprecht","SVP",TRUE,"1957-12-22T00:00:00Z","m","de","verheiratet","Korporal",13,"Herr Ständerat","de"
"85",1163,"NE","S","Gisèle","Ory","SP",FALSE,"1956-04-30T00:00:00Z","f","fr",NA,NA,12,"Frau","fr"
"86",117,"SG","N","Franz","Jaeger",NA,FALSE,"1941-12-04T00:00:00Z","m",NA,NA,NA,NA,"Herr","de"
"87",1172,"FR","N","Max","Aebischer","CVP",FALSE,"1914-01-02T00:00:00Z","m","fr",NA,NA,14,"Herr","fr"
"88",1173,"NW","S","Eduard","Amstad",NA,FALSE,"1922-03-19T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"89",1174,"NE","S","Pierre","Aubert","SP",FALSE,"1927-03-03T00:00:00Z","m","fr",NA,NA,12,"Herr","fr"
"90",1175,"GE","N","Jean","Babel","CVP",FALSE,"1921-11-06T00:00:00Z","m","fr",NA,NA,14,"Herr","fr"
"91",1176,"SZ","N","Karl","Bachmann","CVP",FALSE,"1915-12-03T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"92",1177,"VD","N","Raymond","Baudère","CVP",FALSE,"1920-01-06T00:00:00Z","m","fr",NA,NA,14,"Herr","fr"
"93",1178,"SH","S","Kurt","Bächtold","FDP-Liberale",FALSE,"1918-11-13T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"94",1179,"VD","N","Roger","Besuchet","SP",FALSE,"1928-07-17T00:00:00Z","m","fr",NA,NA,12,"Herr","fr"
"95",118,"SO","N","Paul","Jäggi",NA,FALSE,"1936-08-03T00:00:00Z","m",NA,NA,NA,NA,"Herr","de"
"96",1180,"VD","N","Georges","Breny","SD",FALSE,"1930-06-24T00:00:00Z","m","fr",NA,NA,19,"Herr","fr"
"97",1181,"VS","N","Félix","Carruzzo","CVP",FALSE,"1925-12-24T00:00:00Z","m","fr",NA,NA,14,"Herr","fr"
"98",1183,"ZH","N","Gion","Condrau","CVP",FALSE,"1919-01-09T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"99",1184,"VS","N","Aloys","Copt","FDP-Liberale",FALSE,"1923-11-03T00:00:00Z","m","fr",NA,NA,15,"Herr","fr"
"100",1185,"GE","N","Fernand","Corbat","FDP-Liberale",FALSE,"1925-08-27T00:00:00Z","m","fr",NA,NA,15,"Herr","fr"
"101",1186,"OW","S","Jost","Dillier",NA,FALSE,"1921-07-09T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"102",1187,"GE","S","Robert","Ducret",NA,FALSE,"1927-01-10T00:00:00Z","m","fr",NA,NA,NA,"Herr","fr"
"103",1188,"VD","N","Pierre","Duvanel","SP",FALSE,"1912-02-12T00:00:00Z","m","fr",NA,NA,12,"Herr","fr"
"104",1189,"LU","N","Joseph","Egli","CVP",FALSE,"1923-05-30T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"105",119,"ZH","S","Riccardo","Jagmetti",NA,FALSE,"1929-06-18T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"106",1190,"LU","S","Alphons","Egli","CVP",FALSE,"1924-10-08T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"107",1191,"NE","N","René","Felber","SP",FALSE,"1933-03-14T00:00:00Z","m","fr",NA,NA,12,"Herr","fr"
"108",1192,"AG","N","Josef","Fischer","SD",FALSE,"1924-12-15T00:00:00Z","m","de",NA,NA,19,"Herr","de"
"109",1193,"GR","N","Leonhard","Flepp","CVP",FALSE,"1923-11-21T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"110",1194,"GE","N","Guy","Fontanet","CVP",FALSE,"1927-07-27T00:00:00Z","m","fr",NA,NA,14,"Herr","fr"
"111",1195,"ZG","N","Thomas","Fraefel","SP",FALSE,"1923-07-10T00:00:00Z","m","de",NA,NA,12,"Herr","de"
"112",1196,"TI","N","Enrico","Franzoni","CVP",FALSE,"1920-01-10T00:00:00Z","m","it",NA,NA,14,"Herr","fr"
"113",1197,"NE","N","Tilo","Frey","FDP-Liberale",FALSE,"1923-05-02T00:00:00Z","f","fr",NA,NA,15,"Frau","fr"
"114",1198,"SG","N","Simon","Frick","FDP-Liberale",FALSE,"1914-06-26T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"115",1199,"ZH","N","Rudolf","Friedrich","FDP-Liberale",FALSE,"1923-07-04T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"116",12,"BE","S","Christine","Beerli",NA,FALSE,"1953-03-26T00:00:00Z","f","de","verheiratet",NA,NA,"Frau","de"
"117",120,"VD","N","Francine","Jeanprêtre","SP",FALSE,"1946-07-06T00:00:00Z","f","fr","geschieden",NA,12,"Frau","fr"
"118",1200,"SG","N","Kurt","Furgler","CVP",FALSE,"1924-06-24T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"119",1202,"BE","N","Paul","Gehler","SVP",FALSE,"1921-02-02T00:00:00Z","m","fr",NA,NA,13,"Herr","fr"
"120",1203,"GE","S","Lise","Girardin","FDP-Liberale",FALSE,"1921-02-15T00:00:00Z","f","fr",NA,NA,15,"Frau","fr"
"121",1204,"ZH","N","Ulrich","Götsch",NA,FALSE,"1925-05-12T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"122",1205,"SO","N","Josef","Grolimund","FDP-Liberale",FALSE,"1909-03-17T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"123",1206,"NE","S","Carlos","Grosjean","FDP-Liberale",FALSE,"1929-01-14T00:00:00Z","m","fr",NA,NA,15,NA,"fr"
"124",1207,"TG","N","Josef","Harder","CVP",FALSE,"1926-02-18T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"125",1208,"ZH","S","Albin","Heimann",NA,FALSE,"1914-03-16T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"126",1209,"BE","N","Walther","Hofer",NA,FALSE,"1920-11-10T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"127",121,"BE","N","Peter","Jenni",NA,FALSE,"1957-09-26T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"128",1210,"SG","N","Alfred","Hummler","FDP-Liberale",FALSE,"1915-05-09T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"129",1211,"SG","N","Traugott","Hungerbühler",NA,FALSE,"1918-10-04T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"130",1212,"BE","N","Ernst","Jaggi","SP",FALSE,"1912-09-11T00:00:00Z","m","de",NA,NA,12,"Herr","de"
"131",1213,"BL","S","Werner","Jauslin","FDP-Liberale",FALSE,"1924-07-31T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"132",1214,"BE","N","Bernhard","König","SD",FALSE,"1914-12-28T00:00:00Z","m","de",NA,NA,19,"Herr","de"
"133",1215,"ZH","N","Niklaus","Kuhn",NA,FALSE,"1934-09-16T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"134",1216,"GR","N","Elisabeth","Lardelli","SVP",FALSE,"1921-02-21T00:00:00Z","f","de",NA,NA,13,"Frau","de"
"135",1217,"GR","N","Oscar","Mayer","SP",FALSE,"1916-06-04T00:00:00Z","m","de",NA,NA,12,"Herr","de"
"136",1218,"ZH","N","Fritz","Meier","SD",FALSE,"1914-08-05T00:00:00Z","m","de",NA,NA,19,"Herr","de"
"137",1219,"LU","N","Hans Rudolf","Meyer","FDP-Liberale",FALSE,"1922-01-02T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"138",122,"LU","N","Werner","Jöri",NA,FALSE,"1949-05-12T00:00:00Z","m","de","verheiratet",NA,NA,"Herr","de"
"139",1220,"VD","S","Jacques","Morier-Genoud",NA,FALSE,"1934-10-03T00:00:00Z","m","fr",NA,NA,NA,"Herr","fr"
"140",1221,"NE","N","Robert","Moser","FDP-Liberale",FALSE,"1922-03-03T00:00:00Z","m","fr",NA,NA,15,"Herr","fr"
"141",1222,"LU","N","Erwin","Muff",NA,FALSE,"1935-06-01T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"142",1223,"VD","N","Roger","Mugny","CVP",FALSE,"1921-12-26T00:00:00Z","m","fr",NA,NA,14,"Herr","fr"
"143",1224,"AG","N","Andreas","Müller",NA,FALSE,"1934-02-12T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"144",1225,"TG","N","Wilfried","Naegeli",NA,FALSE,"1932-02-14T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"145",1226,"VS","N","Gabrielle","Nanchen",NA,FALSE,"1943-03-31T00:00:00Z","f","fr",NA,NA,NA,"Frau","fr"
"146",1227,"TI","N","Gian Mario","Pagani",NA,FALSE,"1933-06-30T00:00:00Z","m","it",NA,NA,NA,"Herr","fr"
"147",1228,"BE","S","Maurice","Péquignot",NA,FALSE,"1918-06-12T00:00:00Z","m","fr",NA,NA,NA,"Herr","fr"
"148",1229,"GE","N","Charles","Primborgne","CVP",FALSE,"1913-04-30T00:00:00Z","m","fr",NA,NA,14,"Herr","fr"
"149",123,"AG","N","Anton","Keller",NA,FALSE,"1934-11-21T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"150",1230,"NE","N","Yann","Richter","FDP-Liberale",FALSE,"1928-04-25T00:00:00Z","m","fr",NA,NA,15,"Herr","fr"
"151",1231,"SG","N","Hanna","Sahlfeld-Singer",NA,FALSE,"1943-10-17T00:00:00Z","f","de",NA,NA,NA,"Frau","de"
"152",1232,"NE","N","André","Sandoz","SP",FALSE,"1911-09-18T00:00:00Z","m","fr",NA,NA,12,"Herr","fr"
"153",1233,"ZH","N","Hans","Rutschmann","SVP",FALSE,"1947-07-04T00:00:00Z","m","de","verheiratet","Oberst",13,"Herr","de"
"154",1234,"ZH","N","Willy","Sauser","EVP",FALSE,"1908-09-15T00:00:00Z","m","de",NA,NA,18,"Herr","de"
"155",1235,"BE","N","Emil","Schaffer","SP",FALSE,"1924-02-03T00:00:00Z","m","de",NA,NA,12,"Herr","de"
"156",1236,NA,NA,"Hans","Schaffner","FDP-Liberale",FALSE,"1908-12-16T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"157",1237,"ZH","N","Meinrad","Schär","LdU",FALSE,"1921-07-15T00:00:00Z","m","de",NA,NA,17,"Herr","de"
"158",1238,"GR","S","Leon","Schlumpf","SVP",FALSE,"1925-02-03T00:00:00Z","m","de",NA,NA,13,"Herr","de"
"159",1239,"AG","N","Arthur","Schmid",NA,FALSE,"1928-01-25T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"160",124,"BL","N","Rudolf","Keller",NA,FALSE,"1956-04-17T00:00:00Z","m","de","verheiratet",NA,NA,"Herr","de"
"161",1240,"BE","N","Heinrich","Schnyder","SVP",FALSE,"1927-11-21T00:00:00Z","m","de",NA,NA,13,"Herr","de"
"162",1241,"BS","N","Karl","Schnyder",NA,FALSE,"1931-08-23T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"163",1242,"GR","N","Jakob","Schutz","FDP-Liberale",FALSE,"1918-03-08T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"164",1243,"ZH","N","Albert","Sigrist","FDP-Liberale",FALSE,"1923-04-09T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"165",1244,"LU","N","Hans","Stadelmann","CVP",FALSE,"1918-02-03T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"166",1245,"SG","N","Anton","Stadler","CVP",FALSE,"1920-06-28T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"167",1247,"BE","N","Roland","Stähli","FDP-Liberale",FALSE,"1917-09-13T00:00:00Z","m","fr",NA,NA,15,"Herr","fr"
"168",1248,"ZH","N","Rudolf","Suter","LdU",FALSE,"1914-03-18T00:00:00Z","m",NA,NA,NA,17,"Herr","de"
"169",1249,"GR","N","Ettore","Tenchio","CVP",FALSE,"1915-10-21T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"170",125,"ZH","N","Armin","Kern",NA,FALSE,"1933-03-13T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"171",1250,"AG","N","Karl","Trottmann","CVP",FALSE,"1915-09-25T00:00:00Z","m",NA,NA,NA,14,"Herr","de"
"172",1251,"SO","N","Ursula","Ulrich-Vögtlin",NA,FALSE,"1947-06-13T00:00:00Z","f","de",NA,NA,NA,"Frau","de"
"173",1252,"GR","S","Gion Clau","Vincenz","CVP",FALSE,"1921-04-06T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"174",1253,"UR","N","Alfred","Weber","FDP-Liberale",FALSE,"1923-11-19T00:00:00Z","m","de",NA,NA,15,"Herr","de"
"175",1254,"GE","N","Nelly","Wicky",NA,FALSE,"1923-03-02T00:00:00Z","f","fr",NA,NA,NA,"Frau","fr"
"176",1255,"VS","N","Hans","Wyer","CVP",FALSE,"1927-01-07T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"177",1256,"AR","S","Hans","Altherr","FDP-Liberale",TRUE,"1950-04-29T00:00:00Z","m","de","verheiratet",NA,15,"Herr Ständerat","de"
"178",1257,NA,NA,"François","Couchepin",NA,FALSE,"1935-01-19T00:00:00Z","m","fr",NA,NA,NA,"Herr",NA
"179",126,"OW","S","Niklaus","Küchler",NA,FALSE,"1941-03-03T00:00:00Z","m","de","verheiratet","Wachtmeister",NA,"Herr","de"
"180",1267,"BE","S","Hans","Stöckli","SP",TRUE,"1952-04-12T00:00:00Z","m","de","verheiratet","Gefreiter",12,"Herr Ständerat","de"
"181",127,"SG","N","Josef","Kühne","CVP",FALSE,"1938-10-04T00:00:00Z","m","de","verheiratet",NA,14,"Herr","de"
"182",1272,"FR","S","Jean-François","de Bourgknecht","CVP",FALSE,"1934-12-20T00:00:00Z","m","fr",NA,NA,14,"Herr","fr"
"183",1273,"BE","N","Andreas","Blum",NA,FALSE,"1938-02-21T00:00:00Z","m","de",NA,NA,NA,"Herr","de"
"184",1279,"VD","N","Roger","Nordmann","SP",TRUE,"1973-03-23T00:00:00Z","m","fr","verheiratet","Soldat",12,"Herr Nationalrat","fr"
"185",128,"ZG","S","Markus","Kündig","CVP",FALSE,"1931-10-12T00:00:00Z","m","de",NA,NA,14,"Herr","de"
"186",1288,"VS","N","Viola","Amherd","CVP",TRUE,"1962-06-07T00:00:00Z","f","de",NA,NA,14,"Frau Nationalrätin","de"
"187",1289,"GE","N","Luc","Barthassat","CVP",FALSE,"1960-09-03T00:00:00Z","m","fr","ledig","Soldat",14,"Herr","fr"
"188",129,"ZH","N","Elmar","Ledergerber",NA,FALSE,"1944-04-04T00:00:00Z","m","de","geschieden","Oberleutnant",NA,"Herr","de"
"189",1293,"NE","N","Francine","John-Calame","GPS",TRUE,"1954-04-30T00:00:00Z","f","fr","verheiratet",NA,20,"Frau Nationalrätin","fr"
"190",1294,"AG","N","Lieni","Füglistaller","SVP",FALSE,"1951-12-31T00:00:00Z","m","de","verheiratet",NA,13,"Herr","de"
"191",1295,"TG","N","Edith","Graf-Litscher","SP",TRUE,"1964-03-25T00:00:00Z","f","de","verheiratet",NA,12,"Frau Nationalrätin","de"
"192",13,"NE","S","Thierry","Béguin","FDP-Liberale",FALSE,"1947-12-02T00:00:00Z","m","fr","verheiratet","Gefreiter",15,"Herr","fr"
